2018-10-04T07:10:18.460-0400 ERROR BEGIN UNLOGGED BATCH
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 05:52:38.685', 6,15312357,557074.61,545.791);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:58:58.562', 3,8414082,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:58:59.563', 3,8743023,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:00.564', 3,9049644,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:01.565', 3,9319437,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:02.567', 3,9669024,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:03.568', 3,10049859,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:04.569', 3,10341693,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:05.570', 3,10646082,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:06.571', 3,10978092,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:07.572', 3,11235888,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:08.575', 3,11492847,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:09.576', 3,11792772,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:10.578', 3,12033549,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:11.579', 3,12254796,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:12.580', 3,12577599,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:13.581', 3,12817818,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:14.582', 3,13054968,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:15.583', 3,13294629,129557.75,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:16.584', 3,13540986,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:17.585', 3,13746609,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:18.586', 3,14028399,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:19.587', 3,14251041,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:20.588', 3,14422905,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:21.589', 3,14757984,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:22.590', 3,15284457,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:23.591', 3,15784146,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:24.593', 3,16185069,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:25.594', 3,16566462,107964.792,152.321);
APPLY BATCH;
2018-10-04T07:10:19.092-0400 ERROR Size of query: 86261
2018-10-04T07:10:19.204-0400 ERROR BEGIN UNLOGGED BATCH
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:25.594', 3,16566462,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:26.595', 3,16995843,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:27.596', 3,17437779,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:28.597', 3,17840376,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:29.599', 3,18194148,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:30.600', 3,18626598,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:31.601', 3,19127403,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:32.602', 3,19539207,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:33.603', 3,19953522,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:34.605', 3,20351934,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:35.606', 3,20712123,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:36.607', 3,21112488,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:37.608', 3,21645099,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:38.612', 3,22065273,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:39.613', 3,22436064,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:40.614', 3,22822200,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:41.615', 3,23190201,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:42.616', 3,23558481,107964.792,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:43.617', 3,23930667,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:44.618', 3,24397713,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:45.619', 3,24822630,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:46.620', 3,25237782,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:47.621', 3,25628382,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:48.623', 3,26083152,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:49.624', 3,26489655,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:50.625', 3,26915688,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:51.626', 3,27379386,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:52.627', 3,27785052,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:53.630', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:54.631', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:55.632', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:56.633', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:57.636', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:58.637', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:59:59.638', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:00.640', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:01.641', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:02.643', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:03.644', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:04.646', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:05.648', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:06.650', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:07.653', 3,27901116,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:08.663', 3,28392993,89970.66,152.321);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:09.668', 3,29485836,89970.66,182.785);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:10.681', 3,30671586,89970.66,182.785);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:11.683', 3,32003811,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:12.685', 3,32915025,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:13.686', 3,33713523,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:14.688', 3,34791300,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:15.691', 3,35502750,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:16.692', 3,36267768,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:17.693', 3,36987030,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:18.694', 3,37823751,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:19.696', 3,38588490,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:20.697', 3,631656,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:21.702', 3,1663677,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:22.704', 3,2570148,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:23.705', 4,3337398,74975.55,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:24.706', 4,3917439,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:25.745', 4,4407921,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:26.747', 4,4878036,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:27.748', 4,5680719,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:28.749', 4,6310980,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:29.754', 4,6920595,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:30.755', 4,7605261,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:31.756', 4,8170236,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:32.758', 4,8874711,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:33.759', 4,9542079,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:34.760', 4,10082502,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:35.761', 4,10502397,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:36.763', 4,11064303,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:37.764', 4,11785797,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:38.768', 4,12543282,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:39.769', 4,13127229,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:40.802', 4,13682718,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:41.803', 4,14273640,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:42.804', 4,14934870,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:43.806', 4,15430932,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:44.807', 4,16029387,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:45.808', 4,16632027,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:46.811', 4,17328690,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:47.812', 4,18033444,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:48.813', 4,18843939,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:49.868', 4,19524978,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:50.869', 4,19956591,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:51.871', 4,20611962,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:52.873', 4,21210975,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:53.874', 4,21855186,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:54.876', 4,22642245,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:55.877', 4,23375178,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:56.878', 4,24052869,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:57.882', 4,24695964,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:58.884', 4,25257033,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:00:59.891', 4,25925238,62479.625,219.342);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 07:01:00.893', 4,26615205,62479.625,219.342);
